Dimension,Dimension Label,Score,Response
Having work-life balance,13_work_life,0,"I’m a bit of a workaholic, and I even enjoy some work projects as if they were fun activities."
Having work-life balance,13_work_life,0,"I’m a bit of a workaholic, and some work projects are actually enjoyable for me."
Having work-life balance,13_work_life,1,I am really busy recently.
Having work-life balance,13_work_life,1,I have a lot of work to do.
Having work-life balance,13_work_life,1,I am so busy these days.
Having work-life balance,13_work_life,1,I skip breaks to keep up with deadlines.
Having work-life balance,13_work_life,1,I get tired but don’t take time off.
Having work-life balance,13_work_life,1,I’ve been meaning to take a vacation but haven’t.
Having work-life balance,13_work_life,1,I feel a bit overwhelmed at times.
Having work-life balance,13_work_life,1,I wish I had more time to rest.
Having work-life balance,13_work_life,1,I don’t take days off unless it’s urgent.
Having work-life balance,13_work_life,1,I keep pushing through without breaks.
Having work-life balance,13_work_life,1,I work most weekends.
Having work-life balance,13_work_life,1,I work late almost every night.
Having work-life balance,13_work_life,1,I plan breaks but often cancel them.
Having work-life balance,13_work_life,1,I feel like I should take time off but don’t.
Having work-life balance,13_work_life,1,I struggle to disconnect after work.
Having work-life balance,13_work_life,1,I haven’t had a proper vacation in months.
Having work-life balance,13_work_life,1,I skip lunch to finish work.
Having work-life balance,13_work_life,1,I rarely pause for self-care.
Having work-life balance,13_work_life,1,I cancel breaks when things get busy.
Having work-life balance,13_work_life,1,I’m on the edge of burnout.
Having work-life balance,13_work_life,1,I’m often too tired to enjoy my free time.
Having work-life balance,13_work_life,1,I check work emails even on weekends.
Having work-life balance,13_work_life,1,I can’t remember the last time I took a full day off.
Having work-life balance,13_work_life,1,I’ve only had one day off this month.
Having work-life balance,13_work_life,1,I sometimes feel like I’m always working.
Having work-life balance,13_work_life,1,I’ve taken only half-days lately.
Having work-life balance,13_work_life,1,I get stressed when I think about time off.
Having work-life balance,13_work_life,1,"I take breaks, but they aren’t restful."
Having work-life balance,13_work_life,1,I take time off but end up working anyway.
Having work-life balance,13_work_life,1,I need a vacation but haven’t scheduled one.
Having work-life balance,13_work_life,1,I want to rest but keep delaying it.
Having work-life balance,13_work_life,1,I work through holidays sometimes.
Having work-life balance,13_work_life,1,I squeeze in short breaks between meetings.
Having work-life balance,13_work_life,1,"I take microbreaks, but it’s not enough."
Having work-life balance,13_work_life,1,I’ve been putting off using my PTO.
Having work-life balance,13_work_life,1,"I haven’t relaxed in a long time, but it's OK for me."
Having work-life balance,13_work_life,1,I take care of chores instead of relaxing.
Having work-life balance,13_work_life,1,I think about work even when I’m not working.
Having work-life balance,13_work_life,1,I plan to rest after this busy period.
Having work-life balance,13_work_life,1,I’ve taken some breaks but not enough.
Having work-life balance,13_work_life,1,I know rest is important but can’t prioritize it.
Having work-life balance,13_work_life,1,I have unused vacation days piling up.
Having work-life balance,13_work_life,2,I really need a break but haven’t made time for one yet.
Having work-life balance,13_work_life,2,I often forget to take breaks.
Having work-life balance,13_work_life,2,I want more time to unwind.
Having work-life balance,13_work_life,2,I’m mentally tired but keep working.
Having work-life balance,13_work_life,2,I feel like my work-life balance is slipping.
Having work-life balance,13_work_life,2,I am exhausted but still working full-time.
Having work-life balance,13_work_life,2,I find it hard to switch off.
Having work-life balance,13_work_life,2,I’ve postponed my vacation multiple times.
Having work-life balance,13_work_life,2,I don’t rest until I crash.
Having work-life balance,13_work_life,2,I feel bad asking for time off.
Having work-life balance,13_work_life,2,I don't ask for days off.
Having work-life balance,13_work_life,2,I don't have a vacation for a long time.
Having work-life balance,13_work_life,2,I am too busy to take a break.
Having work-life balance,13_work_life,2,I have no time to take a vacation.
Having work-life balance,13_work_life,2,It's been a long time from last vacation.
Having work-life balance,13_work_life,2,I just don't have spare time to take a vacation.
Having work-life balance,13_work_life,2,I feel guilty when I rest.
Having work-life balance,13_work_life,2,I don’t have time for hobbies.
Having work-life balance,13_work_life,2,I need help managing work and downtime.
Having work-life balance,13_work_life,2,I’m stuck in “go” mode all the time.
Having work-life balance,13_work_life,2,I only rest when I burn out.
Having work-life balance,13_work_life,2,I don't ask for days off and I don't know how to ask.
Having work-life balance,13_work_life,2,I haven't had a break for a long time.
Having work-life balance,13_work_life,2,"I am too busy to take a break, although I know I need to rest."
Having work-life balance,13_work_life,2,It's been a long time since my last vacation.
Having work-life balance,13_work_life,2,I don’t dare to use my PTO because I’m afraid of being laid off.
Having work-life balance,13_work_life,2,I haven’t had a single day off this year.
Having work-life balance,13_work_life,2,"I don't want to be laid off, so I even go to office during Christmas."
Having work-life balance,13_work_life,2,I don’t believe in taking breaks.
Having work-life balance,13_work_life,2,"I always feel like I’m behind, so I keep working and trying not to take any breaks."
Having work-life balance,13_work_life,2,I’m overwhelmed and have no space for rest.
Having work-life balance,13_work_life,2,I feel guilty taking any time off.
Having work-life balance,13_work_life,2,I haven’t rested in months.
Having work-life balance,13_work_life,2,"I work every day, even on weekends."
Having work-life balance,13_work_life,2,I never schedule time for myself.
Having work-life balance,13_work_life,2,I don’t remember what a vacation feels like.
Having work-life balance,13_work_life,2,I can’t afford to take time off.
Having work-life balance,13_work_life,2,I’m stuck in survival mode for my work for a while.
Having work-life balance,13_work_life,2,I’m constantly stressed and don’t stop.
Having work-life balance,13_work_life,2,I work through holidays and weekends.
Having work-life balance,13_work_life,2,I haven’t paused in so long.
Having work-life balance,13_work_life,2,I feel trapped in my work routine.
Having work-life balance,13_work_life,2,I wake up and immediately start working.
Having work-life balance,13_work_life,2,I ignore signs that I need rest.
Having work-life balance,13_work_life,2,I’m burned out but can’t stop.
Having work-life balance,13_work_life,2,I’m under too much pressure to take breaks.
Having work-life balance,13_work_life,2,I don’t have the freedom to step away from work.
Having work-life balance,13_work_life,2,I feel like my job won’t allow any downtime.
Having work-life balance,13_work_life,2,I’m completely drained.
Having work-life balance,13_work_life,2,I work 12+ hours a day without breaks.
Having work-life balance,13_work_life,2,I don’t even think about rest anymore.
Having work-life balance,13_work_life,2,I feel like I’m losing myself to work.
Having work-life balance,13_work_life,2,I miss important life moments due to work.
Having work-life balance,13_work_life,2,I don’t have balance—just work.
Having work-life balance,13_work_life,2,I never make time for vacations.
Having work-life balance,13_work_life,2,I don’t see rest as a priority.
Having work-life balance,13_work_life,2,I avoid rest because it feels unproductive.
Having work-life balance,13_work_life,2,I ignore my body when it asks for rest.
Having work-life balance,13_work_life,2,I can’t take time off without falling behind.
Having work-life balance,13_work_life,2,I’m constantly overbooked.
Having work-life balance,13_work_life,2,I sacrifice rest to meet deadlines.
Having work-life balance,13_work_life,2,I feel numb and still keep going.
Having work-life balance,13_work_life,2,I’ve worked through illness without pause.
Having work-life balance,13_work_life,2,I keep telling myself I’ll rest “someday.”
