Dimension,Dimension Label ,Original Response,Original Response Score,Follow-up Response,Follow-up Response Score
Managing finance and items of value,15_finance,I am not able to afford my life recently.,2,"Follow-up: My expenses are exceeding my income lately due to some unforeseen circumstances. I had some medical emergencies which were not covered by my insurance and then there were some sudden repair works at my home. Also, the cost of living has increased significantly, yet my salary has stayed the same. This is making it hard for me to manage my finance and afford my daily life.",0
Managing finance and items of value,15_finance,I am worried about my finance situation.,2,"Follow-up: I am worried because I recently lost my job due to company downsizing, and I have been struggling to find a new one. I also have significant debts and upcoming bills that I am unsure how I will be able to pay. It's a tough situation and I am trying to figure out ways to minimize my spending and manage my finances effectively.",0
Managing finance and items of value,15_finance,I feel anxiety about my finance situation.,2,Follow-up: I am also dealing with a difficult situation at work. There is a lot of competition and I feel like my job is at risk. It is adding to my stress levels.,1
Managing finance and items of value,15_finance,I consider my finance situation as a shit.,2,Follow-up: I have an old guitar that was given to me by my grandfather. It's the only thing I own that has some sentimental value. I spend most of my free time playing it.,1
Managing finance and items of value,15_finance,I almost have no money to support my life.,2,"Follow-up: I've been unemployed for months now and I've used up most of my savings. I have been looking for work but it's been difficult due to the economic situation. I am trying to cut down on unnecessary expenditures, but the cost of basic necessities like food and rent is still a big burden.",0
Getting adequate nutrition,16_nutrition,I eat unhealthy and oily food.,2,"Follow-up: I have been trying to get into painting recently. Art has always fascinated me and I believe it's a great way to express oneself. I'm still a beginner, but I'm enjoying the learning process.",1
Getting adequate nutrition,16_nutrition,I have unhealthy eatting habbit.,2,"Follow-up: My eating habits are unhealthy because I often skip meals due to my busy work schedule. I also tend to lean towards fast food and snacks, which are usually high in sugar and fat, instead of balanced and nutritious meals. This has started to affect my energy levels and overall health.",0
Getting adequate nutrition,16_nutrition,I heat one meal daily.,2,"Follow-up: I have recently picked up reading as a hobby. I noticed that it helps me to relax and escape from the reality for a while. Right now, I am reading a book on historical fiction, which is quite intriguing.",1
Getting adequate nutrition,16_nutrition,I don't know how many meals do I have per day.,2,Follow-up: I recently moved to a new city for work. I'm still trying to adjust to the new environment and the work culture here. It's quite different from what I'm used to.,1
Getting adequate nutrition,16_nutrition,I eat a lot of meals a day.,2,Follow-up: I have a pet cat named Muffin. She is very playful and loves to curl up in my lap whenever I am reading or watching TV.,1
Getting adequate nutrition,16_nutrition,I don't have appetite.,2,Follow-up: I have been feeling a lack of interest in food for a while now. I often find myself skipping meals or eating very little. This worries me as it is leading to an inadequate intake of nutrients that the body needs for proper functioning.,0
Getting adequate nutrition,16_nutrition,I often eat fast food.,2,"Follow-up: Because of my busy schedule, I often find myself grabbing meals from fast food joints, which I know are not the healthiest options. I try to choose the healthier options on the menu, but it's still high in sodium and fats. I know I need to make more time to prepare nutritious meals but it's a struggle with my current lifestyle.",0
Getting adequate nutrition,16_nutrition,I usually eat fast and frozen food.,2,Follow-up: I have recently started doing yoga early in the morning. It's a great way to start the day and I've noticed that it helps me feel more energized and focused.,1
