idx,y_true,y_pred,dimension_label,response,raw
2690,0,0,15_finance,I know how to manage my income.,"6_finance, 0"
2691,0,0,15_finance,I’m proud of my financial habits.,"6_finance, 0"
2692,0,0,15_finance,I make sure my bills are always paid.,"6_finance, 0"
2693,0,0,15_finance,I save for retirement.,"6_finance, 0"
2694,0,0,15_finance,I invest wisely.,"6_finance, 0"
2695,0,0,15_finance,I never spend impulsively.,"6_finance, 0"
2696,0,0,15_finance,I rarely use credit unless necessary.,"6_finance, 0"
2697,0,0,15_finance,Saving money is one of my hobby.,"6_finance, 0"
2698,0,0,15_finance,I use financial tools to stay organized.,"6_finance, 0"
2699,0,0,15_finance,I have no financial stress.,"6_finance, 0"
2700,0,0,15_finance,I’m happy with my current financial standing.,"6_finance, 0"
2701,0,0,15_finance,I have multiple income streams.,"6_finance, 0"
2702,0,0,15_finance,I know how to make my money work for me.,"6_finance, 0"
2703,0,0,15_finance,I don’t have to cut corners to survive.,"6_finance, 0"
2704,0,0,15_finance,"I treat money as a tool, not a stressor.","6_finance, 0"
2705,0,0,15_finance,I’m prepared for unexpected expenses.,"6_finance, 0"
2706,0,0,15_finance,I can afford my hobbies and interests.,"6_finance, 0"
2707,0,0,15_finance,I enjoy financial freedom.,"6_finance, 0"
2708,0,0,15_finance,I donate regularly because I’m financially stable.,"6_finance, 0"
2709,0,0,15_finance,I meet all my financial obligations.,"6_finance, 0"
2710,0,0,15_finance,I’ve never had money-related anxiety.,"6_finance, 0"
2711,0,0,15_finance,I maintain a strong savings habit.,"6_finance, 0"
2712,0,0,15_finance,I feel financially empowered.,"6_finance, 0"
2713,0,0,15_finance,I have a clear financial strategy.,"6_finance, 0"
2714,0,0,15_finance,I am not burdened by money concerns.,"6_finance, 0"
2715,0,0,15_finance,I’m debt-free and saving for a home.,"6_finance, 0"
2716,0,0,15_finance,I can afford to travel when I want.,"6_finance, 0"
2717,0,0,15_finance,I spend mindfully and intentionally.,"6_finance, 0"
2718,0,0,15_finance,I consult with a financial advisor.,"6_finance, 0"
2719,0,0,15_finance,I’m satisfied with my income and expenses.,"6_finance, 0"
2720,1,1,15_finance,I have a little savings.,"6_finance, 1"
2721,1,1,15_finance,Occasionally relying on unverified tips has led to suboptimal investment outcomes.,"6_finance, 1"
2722,1,1,15_finance,I don't have enough money to spend.,"6_finance, 1"
2723,1,1,15_finance,There are problems with my finance situation.,"6_finance, 1"
2724,1,0,15_finance,I've learned the hard way that acting on hearsay often results in investment mistakes.,"8_problem, 0"
2725,1,1,15_finance,"I have less budget to spend, but not yet bankrupt.","6_finance, 1"
2726,1,1,15_finance,"I’m not struggling, but money is tight.","6_finance, 1"
2727,1,1,15_finance,"I make enough, but I can’t save much.","6_finance, 1"
2728,1,1,15_finance,I live paycheck to paycheck.,"6_finance, 1"
2729,1,1,15_finance,I sometimes run out of money by the end of the month.,"6_finance, 1"
2730,1,1,15_finance,I’ve dipped into savings a few times recently.,"6_finance, 1"
2731,1,1,15_finance,I have a small emergency fund but it’s not enough.,"6_finance, 1"
2732,1,1,15_finance,I occasionally overspend.,"6_finance, 1"
2733,1,1,15_finance,"I’m doing okay, but I can’t afford any big surprises.","6_finance, 1"
2734,1,1,15_finance,I want to save more but don’t know how.,"6_finance, 1"
2735,1,1,15_finance,I don’t always stick to my budget.,"6_finance, 1"
2736,1,0,15_finance,"I enjoy stock trading, though I don’t make money every time.","11_hobbies, 0"
2737,1,1,15_finance,I wish I had more financial cushion.,"6_finance, 1"
2738,1,0,15_finance,"Stock trading is a passion of mine, but I’ve learned not every trade is a winner.","11_hobbies, 0"
2739,1,1,15_finance,I have some credit card debt.,"6_finance, 1"
2740,1,1,15_finance,I can’t afford vacations or luxuries right now.,"6_finance, 1"
2741,1,1,15_finance,I have my moments of FOMO-driven trades!,"6_finance, 1"
2742,1,1,15_finance,I occasionally struggle with impulsive trading behavior.,"6_finance, 1"
2743,1,1,15_finance,I haven’t been able to build savings.,"6_finance, 1"
2744,1,1,15_finance,I’m working on reducing emotionally-driven investments in my strategy.,"6_finance, 1"
2745,1,1,15_finance,I have basic needs covered but not much else.,"6_finance, 1"
2746,1,1,15_finance,"I try to budget, but things get tight.","6_finance, 1"
2747,1,1,15_finance,I worry a little about my spending habits.,"6_finance, 1"
2748,1,1,15_finance,"I’m careful with money, but it still feels like not enough.","6_finance, 1"
2749,1,2,15_finance,Recent economic conditions have caused my restaurant to operate at a deficit.,"6_finance, 2"
2750,1,1,15_finance,"I can pay bills, but I don’t have money left for fun.","6_finance, 1"
2751,1,1,15_finance,The current economic climate has put my restaurant in the red lately.,"6_finance, 1"
2752,1,1,15_finance,I sometimes feel anxious about expenses.,"6_finance, 1"
2753,1,1,15_finance,"With how the economy's been due to COVID, my restaurant is barely breaking even these days.","6_finance, 1"
2754,1,1,15_finance,I’ve had to borrow from family a few times.,"6_finance, 1"
2755,1,0,15_finance,I cut back on non-essentials to save.,"6_finance, 0"
2756,1,1,15_finance,I’m doing okay but could be doing better.,"1_mood, 1"
2757,1,1,15_finance,My kids ask for more and more pocket money for me to afford.,"6_finance, 1"
2758,1,1,15_finance,"I try to manage my money, but it’s hard.","6_finance, 1"
2759,1,1,15_finance,I sometimes have to skip small purchases.,"6_finance, 1"
2760,1,1,15_finance,Our household savings are suffering recently due to uncontrolled spending.,"6_finance, 1"
2761,1,1,15_finance,I want to improve my financial habits.,"6_finance, 1"
2762,1,1,15_finance,"I’m not in debt, but I’m not saving either.","6_finance, 1"
2763,1,1,15_finance,I need to be more disciplined with money.,"6_finance, 1"
2764,1,1,15_finance,I’ve had to pass on social events due to money.,"6_finance, 1"
2765,1,1,15_finance,I feel stressed about money occasionally.,"6_finance, 1"
2766,1,1,15_finance,I’m scraping by but not drowning.,"6_finance, 1"
2767,1,0,15_finance,I watch my spending closely.,"6_finance, 0"
2768,1,1,15_finance,I try to stay on top of my bills.,"6_finance, 1"
2769,1,1,15_finance,I’ve missed a payment once or twice.,"6_finance, 1"
2770,1,1,15_finance,I wish I had better financial literacy.,"6_finance, 1"
2771,1,1,15_finance,I sometimes impulse shop and regret it.,"6_finance, 1"
2772,1,1,15_finance,I need more financial stability.,"6_finance, 1"
2773,1,1,15_finance,RIP my wallet – those game skins looked so cool but now my savings look depressing!,"6_finance, 1"
2774,1,1,15_finance,I’ve been using credit more than I should.,"6_finance, 1"
2775,1,1,15_finance,I worry about not saving enough for the future.,"6_finance, 1"
2776,1,0,15_finance,I’ve considered getting a side gig.,"15_work_motivation, 0"
2777,1,0,15_finance,I’ve put off big purchases due to cost.,"6_finance, 0"
2778,1,1,15_finance,I’ve been overspending on online purchases more than I realized.,"6_finance, 1"
2779,1,1,15_finance,I try to be frugal but it’s not always enough.,"6_finance, 1"
2780,1,1,15_finance,I’ve had to cancel plans due to money.,"6_finance, 1"
2781,1,1,15_finance,I’ve borrowed money from a friend once.,"6_finance, 1"
2782,1,1,15_finance,I need to build better money habits.,"6_finance, 1"
2783,1,1,15_finance,I wish I had more financial freedom.,"6_finance, 1"
2784,1,1,15_finance,I haven’t been saving consistently.,"6_finance, 1"
2785,1,1,15_finance,I don’t have a strong financial plan.,"6_finance, 1"
2786,1,1,15_finance,I’m cautious but still feel insecure about money.,"6_finance, 1"
2787,1,1,15_finance,I feel I could handle finances better.,"6_finance, 1"
2788,1,0,15_finance,I’ve stopped eating out to cut expenses.,"6_finance, 0"
2789,1,1,15_finance,"I’m making it work, but it’s a stretch.","6_finance, 1"
2790,1,2,15_finance,I can’t handle a big emergency right now.,"8_problem, 2"
2791,1,1,15_finance,I sometimes feel I’m just getting by.,"1_mood, 1"
2792,1,1,15_finance,I need more income to feel secure.,"6_finance, 1"
2793,1,0,15_finance,I’ve started budgeting more seriously.,"6_finance, 0"
2794,1,1,15_finance,"I’m not in crisis, but I’m not thriving either.","1_mood, 1"
2795,1,1,15_finance,I make financial sacrifices regularly.,"6_finance, 1"
2796,1,1,15_finance,I’ve struggled to pay off my credit cards.,"6_finance, 1"
2797,1,1,15_finance,I need help planning my financial future.,"6_finance, 1"
2798,1,1,15_finance,I sometimes avoid checking my account.,"6_finance, 1"
2799,1,1,15_finance,I’ve gotten hooked on online shopping lately – spending way more than I expected!,"6_finance, 1"
2800,1,1,15_finance,My late-night online shopping sprees are becoming a problem for my wallet!,"6_finance, 1"
2801,1,2,15_finance,"My recent gaming addiction, especially buying in-game cosmetics, has seriously impacted my savings.","6_finance, 2"
2802,1,1,15_finance,"I've been overspending on in-game purchases, and it's affecting my ability to save.","6_finance, 1"
2803,1,1,15_finance,I sometimes fall for market rumors and end up losing money on bad trades.,"6_finance, 1"
2804,1,1,15_finance,I’ve been a bit strapped for cash lately after buying holiday gifts and traveling.,"6_finance, 1"
2805,1,1,15_finance,Recent holiday expenses have left my budget tighter than expected.,"6_finance, 1"
2806,1,1,15_finance,I just used up my saving for my new car!,"6_finance, 1"
2807,1,1,15_finance,I need to reassess my spending after holiday-related cash outflow.,"6_finance, 1"
2808,1,1,15_finance,The honeymoon and wedding just cost way too much.,"6_finance, 1"
2809,2,1,15_finance,I have problem manage my money.,"6_finance, 1"
2810,2,1,15_finance,I have a lot of loan.,"6_finance, 1"
2811,2,1,15_finance,I make bad investment.,"6_finance, 1"
2812,2,1,15_finance,I spend more than I can afford.,"6_finance, 1"
2813,2,1,15_finance,I have financial issues.,"6_finance, 1"
2814,2,1,15_finance,I am in a bad financial situation.,"6_finance, 1"
2815,2,2,15_finance,My financial situation is bad.,"6_finance, 2"
2816,2,1,15_finance,Something goes wrong with financial situation.,"6_finance, 1"
2817,2,2,15_finance,I am not able to afford my life recently.,"6_finance, 2"
2818,2,1,15_finance,I am worried about my finance situation.,"6_finance, 1"
2819,2,1,15_finance,I feel anxiety about my finance situation.,"6_finance, 1"
2820,2,2,15_finance,I consider my finance situation as a shit.,"6_finance, 2"
2821,2,2,15_finance,I almost have no money to support my life.,"6_finance, 2"
2822,2,2,15_finance,I'm nearly bankrupt.,"6_finance, 2"
2823,2,2,15_finance,I'm in serious financial trouble and need guidance.,"6_finance, 2"
2824,2,2,15_finance,I'm approaching bankruptcy and need help managing this situation.,"6_finance, 2"
2825,2,2,15_finance,My wife shops way too much – we can never save any money!,"6_finance, 2"
2826,2,2,15_finance,I can’t afford basic needs.,"6_finance, 2"
2827,2,1,15_finance,I need to sell my bubble tea shop that I've run for years to free up some cash flow.,"6_finance, 1"
2828,2,2,15_finance,I’m behind on rent and bills.,"6_finance, 2"
2829,2,1,15_finance,"It pains me to sell my beloved car after all these years, but I need the liquidity.","6_finance, 1"
2830,2,2,15_finance,I’m drowning in debt.,"6_finance, 2"
2831,2,1,15_finance,I’m constantly worried about money.,"6_finance, 1"
2832,2,2,15_finance,I’ve maxed out my credit cards.,"6_finance, 2"
2833,2,2,15_finance,I borrow money just to get by.,"6_finance, 2"
2834,2,1,15_finance,Money’s been tight lately—I need to watch my spending for a while.,"6_finance, 1"
2835,2,2,15_finance,I’ve skipped meals to save money.,"5_eat, 2"
2836,2,1,15_finance,"I’m on a strict budget right now, so I’ll have to pass.","6_finance, 1"
2837,2,1,15_finance,I’ve taken out payday loans.,"6_finance, 1"
2838,2,1,15_finance,"Ugh, my bank account’s looking sad these days.","6_finance, 1"
2839,2,2,15_finance,My account is often overdrawn.,"6_finance, 2"
2840,2,0,15_finance,Let’s plan something low-key—I’m saving aggressively at the moment.,"6_finance, 0"
2841,2,1,15_finance,I avoid checking my bank balance.,"6_finance, 1"
2842,2,1,15_finance,My wallet and I are currently in couples therapy.,"6_finance, 1"
2843,2,1,15_finance,I spend impulsively and regret it later.,"6_finance, 1"
2844,2,1,15_finance,"Due to unexpected circumstances, I’m urgently managing cash flow challenges.","6_finance, 1"
2845,2,2,15_finance,I feel hopeless about my financial situation.,"6_finance, 2"
2846,2,2,15_finance,I’ve defaulted on a loan.,"6_finance, 2"
2847,2,2,15_finance,I can’t afford my medications.,"1_medication, 2"
2848,2,2,15_finance,I’m afraid to answer calls from creditors.,"6_finance, 2"
2849,2,2,15_finance,I’ve considered bankruptcy.,"6_finance, 2"
2850,2,1,15_finance,I have no savings at all.,"6_finance, 1"
2851,2,2,15_finance,I can’t afford to see a doctor.,"1_care, 2"
2852,2,1,15_finance,I feel ashamed of my financial choices.,"6_finance, 1"
2853,2,2,15_finance,I’ve sold belongings to pay bills.,"6_finance, 2"
2854,2,2,15_finance,I don't even have money for dog food.,"6_finance, 2"
2855,2,1,15_finance,I’m scared of being evicted.,"1_mood, 1"
2856,2,1,15_finance,I live paycheck to paycheck with no buffer.,"6_finance, 1"
2857,2,2,15_finance,I constantly overdraft my account.,"6_finance, 2"
2858,2,2,15_finance,I am terribly bankrupt.,"6_finance, 2"
2859,2,2,15_finance,I’ve pawned items to survive.,"6_finance, 2"
2860,2,1,15_finance,I’ve been turned down for loans.,"6_finance, 1"
2861,2,2,15_finance,I can’t get approved for housing.,"2_house, 2"
2862,2,2,15_finance,I’ve been evicted due to missed payments.,"6_finance, 2"
2863,2,2,15_finance,I don’t know how to fix my finances.,"6_finance, 2"
2864,2,2,15_finance,I can’t sleep due to money stress.,"5_sleep, 2"
2865,2,1,15_finance,I’ve lost track of how much I owe.,"6_finance, 1"
2866,2,2,15_finance,I ignore my financial responsibilities.,"6_finance, 2"
2867,2,2,15_finance,I’ve been sued over unpaid debts.,"17_legal, 2"
2868,2,2,15_finance,I have to choose between bills and food.,"6_finance, 2"
2869,2,2,15_finance,I’ve lost utilities due to nonpayment.,"6_finance, 2"
2870,2,2,15_finance,I’ve been borrowing from everyone I know.,"6_finance, 2"
2871,2,2,15_finance,I can’t afford to support my kids.,"6_finance, 2"
2872,2,2,15_finance,I need to have three part time jobs to afford my family expense.,"6_finance, 2"
2873,2,1,15_finance,I feel trapped in my financial situation.,"6_finance, 1"
2874,2,1,15_finance,I’ve made several bad investments.,"6_finance, 1"
2875,2,2,15_finance,I gamble and lose money often.,"6_finance, 2"
2876,2,2,15_finance,I spend more than I earn every month.,"6_finance, 2"
2877,2,1,15_finance,I don’t know how to budget.,"6_finance, 1"
2878,2,2,15_finance,I’ve stopped trying to manage my finances.,"6_finance, 2"
2879,2,1,15_finance,I can’t keep track of my spending.,"6_finance, 1"
2880,2,2,15_finance,I use credit cards for essentials I can’t afford.,"6_finance, 2"
2881,2,2,15_finance,I rely on others to pay for things I need.,"6_finance, 2"
2882,2,1,15_finance,I hide my finances from people around me.,"6_finance, 1"
2883,2,2,15_finance,I don’t believe I can ever recover financially.,"6_finance, 2"
2884,2,1,15_finance,I’m losing hope about my financial future.,"6_finance, 1"
2885,2,2,15_finance,I feel helpless when it comes to money.,"6_finance, 2"
2886,2,2,15_finance,I’ve stopped answering financial notices.,"6_finance, 2"
2887,2,2,15_finance,I’m constantly borrowing just to pay bills.,"6_finance, 2"
2888,2,2,15_finance,I avoid opening my mail because of debt.,"6_finance, 2"
2889,2,1,15_finance,I don’t know how to build financial stability.,"6_finance, 1"
2890,2,2,15_finance,100 dollars can save my life now.,"6_finance, 2"
2891,2,1,15_finance,I spend recklessly despite knowing better.,"6_finance, 1"
2892,2,2,15_finance,I have no control over my money habits.,"6_finance, 2"
2893,2,1,15_finance,I’m emotionally distressed by my finances.,"6_finance, 1"
