idx,y_true,y_pred,topic,original,follow_up,raw
262,0,0,Showing up for appointments and obligations,I hate going out for appointments.,"Follow-up: I have always been a bit of an introvert, and I enjoy my own company more than being around others. The idea of going out, being around people, and having to make small talk can be very draining for me. I also find the process of preparing for and travelling to appointments quite overwhelming. I much prefer staying in my own space where I feel comfortable and relaxed.",DECISION: 0
263,0,0,Showing up for appointments and obligations,It is not possible for me to attend appointments.,"Follow-up: My inability to attend appointments is due to my current job schedule. I work in shifts, often during unusual hours, and this makes it extremely difficult for me to manage time for appointments and other obligations. Moreover, my job doesn't provide flexibility to take leaves for personal reasons frequently.",DECISION: 0
264,0,0,Managing finance and items of value,I have problem manage my money.,"Follow-up: I seem to be always running short of money before the end of the month. I often make impulsive purchases and struggle to save. I also don't keep track of my expenditures, which might be a contributing factor. I understand that I need to improve my financial literacy and develop a budget.",DECISION: 0
265,1,1,Managing finance and items of value,I have a lot of loan.,Follow-up: I also have a pet cat named Whiskers. He's a tabby and has the most beautiful green eyes. We've been together for about 3 years now.,DECISION: 1
266,0,0,Managing finance and items of value,I make bad investment.,"Follow-up: I made some poor investment decisions in the past, which resulted in significant financial loss. For example, I invested heavily in a company that eventually went bankrupt; I also bought into a real estate project that didn't yield the returns I was expecting. I realize now that I need to do more thorough research and possibly consult with a financial advisor before making such decisions in the future.",DECISION: 0
267,0,0,Managing finance and items of value,I spend more than I can afford.,"Follow-up: I find myself frequently making impulsive purchases, especially on items that I don't necessarily need. My income isn't enough to support this habit, and as a result, I'm finding it hard to save money or cover basic living expenses. I also struggle to resist sales and discounts, even when they're for products I wouldn't normally consider buying.",DECISION: 0
268,0,0,Managing finance and items of value,I have financial issues.,Follow-up: My financial issues mostly stem from my student loans and credit card debts. I also have a mortgage to pay off. I am finding it difficult to manage my expenses and save money at the same time. I am currently looking for a better paying job to ease my financial stress.,DECISION: 0
269,0,0,Managing finance and items of value,I am in a bad financial situation.,"Follow-up: I recently lost my job due to the pandemic and my savings are depleting. I have been trying to find new work but it's been tough. Plus, I have bills and rent to pay which adds up to the stress. I'm considering selling some of my valuable items to manage the situation.",DECISION: 0
270,0,0,Managing finance and items of value,My financial situation is bad.,"Follow-up: I have been in financial trouble for the past few years. I lost my job due to the pandemic and have been struggling to find a new one. I have also made a few bad investments that didn't pan out as expected. As a result, I'm currently living paycheck to paycheck, trying to cut down on expenses wherever possible. Additionally, I have a significant amount of debt that I need to pay off. It's a stressful situation and I'm actively seeking ways to improve it.",DECISION: 0
271,1,1,Managing finance and items of value,Something goes wrong with financial situation.,Follow-up: I am thinking about starting to work out to relieve some stress. I heard that exercise can also help improve mood and sleep.,DECISION: 1
272,0,0,Managing finance and items of value,I am not able to afford my life recently.,"Follow-up: My expenses are exceeding my income lately due to some unforeseen circumstances. I had some medical emergencies which were not covered by my insurance and then there were some sudden repair works at my home. Also, the cost of living has increased significantly, yet my salary has stayed the same. This is making it hard for me to manage my finance and afford my daily life.",DECISION: 0
273,0,0,Managing finance and items of value,I am worried about my finance situation.,"Follow-up: I am worried because I recently lost my job due to company downsizing, and I have been struggling to find a new one. I also have significant debts and upcoming bills that I am unsure how I will be able to pay. It's a tough situation and I am trying to figure out ways to minimize my spending and manage my finances effectively.",DECISION: 0
